order_value,customer_age,previous_orders,previous_returns,delivery_days,payment_method,customer_rating,return_rate,returned
1732,45,9,0,1,COD,3.2,0.0,0
8629,20,10,5,6,CARD,4.4,0.5,1
5453,31,20,5,4,UPI,4.3,0.25,1
2196,42,25,9,10,COD,2.4,0.36,1
5511,32,21,4,7,COD,2.3,0.19047619047619047,1
477,19,26,4,6,UPI,4.7,0.15384615384615385,0
3289,41,9,9,5,UPI,3.6,1.0,1
723,31,3,1,10,CARD,4.6,0.3333333333333333,1
4475,24,20,4,2,CARD,2.2,0.2,1
5565,53,25,5,5,UPI,3.6,0.2,1
3322,41,26,7,9,COD,3.6,0.2692307692307692,1
8367,44,11,1,9,UPI,4.6,0.09090909090909091,0
5390,54,6,5,2,UPI,2.3,0.8333333333333334,1
4775,55,2,0,7,COD,2.7,0.0,1
7927,47,7,3,10,COD,3.2,0.42857142857142855,1
1997,44,18,9,4,COD,4.6,0.5,1
2331,56,27,2,3,COD,4.8,0.07407407407407407,1
7522,32,2,0,1,COD,5.0,0.0,1
6700,43,27,2,3,UPI,4.9,0.07407407407407407,1
1015,18,17,5,9,UPI,2.0,0.29411764705882354,1
8834,21,11,0,9,UPI,2.1,0.0,1
6866,46,27,5,7,COD,2.4,0.18518518518518517,1
342,18,12,3,3,COD,3.0,0.25,1
1610,60,27,7,3,UPI,4.5,0.25925925925925924,1
734,63,19,10,4,COD,4.7,0.5263157894736842,1
3564,39,22,8,7,UPI,2.6,0.36363636363636365,1
1232,28,24,3,7,CARD,3.9,0.125,0
3542,27,25,9,2,COD,4.8,0.36,0
9802,34,7,3,5,COD,3.4,0.42857142857142855,1
6285,53,20,9,7,UPI,2.3,0.45,1
4700,64,6,5,7,CARD,3.4,0.8333333333333334,1
1372,43,21,0,6,UPI,3.1,0.0,0
9280,38,24,3,10,CARD,3.7,0.125,1
4717,30,1,0,10,COD,3.3,0.0,1
8207,26,17,0,8,CARD,2.1,0.0,1
1841,28,29,7,3,COD,5.0,0.2413793103448276,0
671,28,11,9,1,COD,3.6,0.8181818181818182,1
3140,23,22,10,3,CARD,3.4,0.45454545454545453,1
8938,18,26,5,2,CARD,4.9,0.19230769230769232,0
4926,23,28,4,2,COD,2.5,0.14285714285714285,1
7870,30,18,9,2,COD,2.6,0.5,1
3923,39,21,10,5,COD,4.4,0.47619047619047616,1
563,48,17,8,1,COD,2.8,0.47058823529411764,1
3509,39,7,1,10,COD,4.4,0.14285714285714285,1
745,54,17,4,4,CARD,2.8,0.23529411764705882,1
3440,64,20,5,10,UPI,2.1,0.25,1
6865,44,9,6,5,UPI,3.6,0.6666666666666666,1
2136,31,17,4,2,UPI,2.6,0.23529411764705882,1
9354,64,20,8,5,UPI,4.3,0.4,1
1082,22,22,0,10,UPI,3.9,0.0,1
4040,53,22,6,4,UPI,4.8,0.2727272727272727,0
7123,49,28,9,8,COD,4.3,0.32142857142857145,1
9262,51,29,6,1,UPI,2.5,0.20689655172413793,1
4811,24,8,3,5,UPI,4.4,0.375,0
9257,59,17,8,10,CARD,3.9,0.47058823529411764,1
5404,27,7,5,1,CARD,4.0,0.7142857142857143,1
7488,34,1,1,10,COD,4.5,1.0,1
3403,47,13,10,10,UPI,3.7,0.7692307692307693,1
2444,38,30,4,4,COD,3.4,0.13333333333333333,1
218,30,23,3,8,UPI,3.9,0.13043478260869565,0
841,18,19,6,1,COD,2.9,0.3157894736842105,0
3283,18,27,3,2,COD,2.5,0.1111111111111111,0
5400,64,24,2,1,COD,3.8,0.08333333333333333,0
8721,50,19,8,7,UPI,2.7,0.42105263157894735,1
1065,55,30,10,2,COD,2.2,0.3333333333333333,1
973,42,30,7,1,CARD,2.0,0.23333333333333334,0
4932,43,29,0,6,COD,3.8,0.0,0
3718,30,17,6,6,CARD,3.1,0.35294117647058826,1
6995,45,13,8,10,UPI,4.3,0.6153846153846154,1
7184,50,29,7,2,COD,3.1,0.2413793103448276,0
2767,54,30,7,1,COD,3.5,0.23333333333333334,0
1874,58,16,5,10,UPI,3.2,0.3125,1
939,47,8,3,3,UPI,4.0,0.375,0
1745,25,19,7,10,UPI,3.1,0.3684210526315789,1
9527,64,18,2,5,COD,4.9,0.1111111111111111,0
5327,18,1,0,6,UPI,4.8,0.0,1
7147,29,14,8,3,CARD,4.5,0.5714285714285714,1
6820,22,19,1,9,COD,4.8,0.05263157894736842,1
9265,41,15,1,5,COD,3.3,0.06666666666666667,1
4755,23,18,6,2,COD,3.6,0.3333333333333333,0
5845,42,2,1,10,UPI,4.2,0.5,1
9143,18,22,3,6,UPI,4.1,0.13636363636363635,1
7324,42,28,9,8,COD,4.7,0.32142857142857145,0
9245,18,17,7,6,COD,4.1,0.4117647058823529,1
3932,49,18,8,4,COD,5.0,0.4444444444444444,1
2483,59,30,6,6,COD,3.0,0.2,0
9721,59,6,4,8,COD,4.5,0.6666666666666666,1
8869,20,19,7,8,CARD,4.1,0.3684210526315789,1
7198,36,4,3,10,UPI,4.1,0.75,1
5613,60,1,1,2,COD,3.0,1.0,1
1469,46,8,5,8,CARD,4.4,0.625,1
8068,19,29,8,6,UPI,4.7,0.27586206896551724,1
2803,26,23,0,2,UPI,2.7,0.0,1
6161,34,7,2,1,COD,3.9,0.2857142857142857,1
9861,63,3,1,6,COD,3.2,0.3333333333333333,1
8769,53,10,6,7,CARD,5.0,0.6,1
7757,34,10,9,10,UPI,3.4,0.9,1
1880,29,19,8,5,COD,2.7,0.42105263157894735,1
8633,37,14,9,10,UPI,3.1,0.6428571428571429,1
9311,20,2,0,8,CARD,4.0,0.0,0
5882,60,28,9,9,COD,2.2,0.32142857142857145,1
8284,21,1,0,4,UPI,3.8,0.0,0
5567,34,23,2,7,CARD,4.8,0.08695652173913043,1
269,54,23,10,8,COD,4.6,0.43478260869565216,1
4124,63,28,4,6,UPI,2.2,0.14285714285714285,1
6400,59,18,7,2,UPI,5.0,0.3888888888888889,1
2207,32,7,7,7,UPI,4.1,1.0,1
9192,50,29,3,9,COD,2.5,0.10344827586206896,1
8319,33,8,0,5,COD,2.0,0.0,1
2979,28,1,0,2,UPI,2.5,0.0,1
5120,37,25,3,4,COD,4.5,0.12,0
955,55,23,5,3,COD,2.1,0.21739130434782608,1
6695,41,3,3,4,COD,2.7,1.0,0
6135,33,24,5,10,COD,4.3,0.20833333333333334,1
9713,47,23,8,7,CARD,3.8,0.34782608695652173,1
2530,51,27,8,10,COD,4.3,0.2962962962962963,1
5905,18,29,1,8,CARD,4.2,0.034482758620689655,1
8501,41,8,0,1,COD,2.2,0.0,1
1216,41,22,1,8,UPI,4.7,0.045454545454545456,0
7547,26,25,4,5,COD,2.7,0.16,1
8416,39,15,3,7,UPI,3.7,0.2,1
5138,29,5,3,1,UPI,3.9,0.6,1
3038,34,3,0,2,COD,2.5,0.0,0
937,42,19,10,1,CARD,4.9,0.5263157894736842,1
6400,45,1,1,5,COD,3.5,1.0,1
8571,32,28,5,6,UPI,2.2,0.17857142857142858,0
431,47,15,0,10,CARD,4.8,0.0,0
2117,44,8,1,9,CARD,3.8,0.125,0
8734,39,2,1,8,CARD,4.1,0.5,1
6118,27,3,2,7,COD,3.6,0.6666666666666666,1
2823,48,24,1,5,COD,4.5,0.041666666666666664,1
8846,44,14,9,3,COD,2.1,0.6428571428571429,1
6601,29,24,4,9,UPI,2.8,0.16666666666666666,1
7272,63,14,4,5,UPI,3.4,0.2857142857142857,1
2476,48,11,5,3,COD,2.2,0.45454545454545453,1
7593,49,16,5,3,UPI,4.1,0.3125,0
8987,49,4,1,3,COD,3.2,0.25,1
4074,58,20,9,6,COD,2.8,0.45,1
4730,62,5,5,1,UPI,2.0,1.0,1
7364,52,22,2,4,UPI,4.2,0.09090909090909091,0
4697,63,21,5,8,CARD,4.5,0.23809523809523808,0
8133,38,14,7,3,COD,3.2,0.5,1
2335,27,23,10,5,UPI,3.7,0.43478260869565216,0
6927,33,16,0,2,COD,2.7,0.0,1
1765,24,18,0,2,COD,3.9,0.0,0
508,21,7,7,7,UPI,2.0,1.0,1
8734,44,10,10,10,CARD,3.5,1.0,1
8827,42,7,4,3,COD,3.9,0.5714285714285714,1
8568,48,1,1,5,COD,4.8,1.0,1
338,28,23,10,3,UPI,3.1,0.43478260869565216,1
393,37,21,5,6,COD,4.3,0.23809523809523808,1
3457,53,19,8,10,CARD,3.8,0.42105263157894735,1
3435,34,16,3,3,UPI,4.8,0.1875,0
1142,62,29,2,8,COD,3.2,0.06896551724137931,1
4820,28,19,7,2,UPI,3.0,0.3684210526315789,1
5920,47,4,2,3,UPI,4.7,0.5,1
6553,52,29,9,8,COD,2.1,0.3103448275862069,1
5157,58,28,8,8,UPI,2.4,0.2857142857142857,1
9345,55,18,10,1,COD,2.2,0.5555555555555556,1
9694,39,2,0,8,UPI,4.5,0.0,0
3581,60,1,0,10,COD,2.0,0.0,1
6039,44,15,1,2,CARD,4.6,0.06666666666666667,1
3080,54,5,2,7,COD,3.4,0.4,1
5087,63,20,6,6,COD,2.0,0.3,1
745,52,11,6,2,CARD,3.2,0.5454545454545454,0
2127,21,10,5,5,COD,2.6,0.5,1
4352,33,2,1,7,COD,3.9,0.5,1
204,33,3,1,8,COD,4.0,0.3333333333333333,1
5733,38,23,9,3,COD,3.5,0.391304347826087,0
9754,43,23,5,1,CARD,2.1,0.21739130434782608,1
5578,53,12,3,7,UPI,4.0,0.25,0
6433,36,20,2,5,COD,4.5,0.1,0
2863,34,5,4,5,UPI,4.2,0.8,1
9665,62,5,2,7,UPI,4.5,0.4,1
3526,43,6,4,1,CARD,2.6,0.6666666666666666,1
3859,39,30,1,8,COD,4.7,0.03333333333333333,1
1331,45,9,0,10,UPI,3.0,0.0,0
4963,18,2,2,5,UPI,2.0,1.0,0
6937,61,21,10,8,UPI,4.5,0.47619047619047616,1
5292,53,12,4,10,UPI,4.8,0.3333333333333333,1
6222,60,3,3,10,COD,4.0,1.0,1
3359,54,20,1,5,UPI,2.7,0.05,0
6359,19,26,1,7,UPI,2.8,0.038461538461538464,1
7518,34,22,6,10,CARD,3.4,0.2727272727272727,1
8645,57,12,7,3,COD,4.7,0.5833333333333334,1
5507,55,24,9,2,UPI,2.4,0.375,1
8720,38,17,7,6,CARD,4.5,0.4117647058823529,0
3244,26,10,3,5,UPI,2.9,0.3,1
9812,30,30,0,9,CARD,4.4,0.0,0
5836,28,24,10,10,CARD,4.8,0.4166666666666667,1
3092,33,27,6,4,COD,3.3,0.2222222222222222,1
5488,33,14,0,3,UPI,3.1,0.0,0
6012,19,23,10,9,COD,4.4,0.43478260869565216,1
854,59,17,3,8,UPI,3.6,0.17647058823529413,1
5681,61,18,7,6,COD,4.1,0.3888888888888889,1
959,25,19,1,1,UPI,3.9,0.05263157894736842,0
6982,60,17,5,10,UPI,2.5,0.29411764705882354,1
1998,59,14,5,1,COD,4.5,0.35714285714285715,0
5359,30,9,8,6,COD,2.6,0.8888888888888888,1
8646,34,8,4,3,CARD,4.8,0.5,1
5462,56,2,1,3,COD,2.8,0.5,1
4023,41,13,3,6,COD,4.2,0.23076923076923078,0
2076,20,25,4,3,COD,2.9,0.16,0
6354,47,7,3,10,CARD,3.0,0.42857142857142855,1
7987,30,9,9,6,CARD,2.9,1.0,1
4716,36,22,10,5,UPI,4.2,0.45454545454545453,1
3934,24,22,4,4,CARD,3.7,0.18181818181818182,1
9636,26,11,7,8,COD,4.6,0.6363636363636364,1
6172,36,14,9,2,CARD,2.9,0.6428571428571429,0
6839,62,4,3,7,COD,4.1,0.75,1
5556,57,26,7,4,COD,4.3,0.2692307692307692,0
6580,39,26,1,2,COD,2.5,0.038461538461538464,1
1208,35,29,6,7,UPI,3.2,0.20689655172413793,0
4514,40,13,7,1,UPI,3.4,0.5384615384615384,0
9902,19,2,2,4,COD,3.1,1.0,0
2708,28,23,5,9,CARD,3.0,0.21739130434782608,1
4958,48,5,4,4,COD,4.1,0.8,1
2882,50,11,10,3,COD,2.6,0.9090909090909091,1
7511,31,6,0,10,UPI,4.1,0.0,1
1189,33,18,2,10,UPI,4.8,0.1111111111111111,0
8646,28,21,9,2,CARD,3.7,0.42857142857142855,1
4911,50,10,3,3,UPI,3.8,0.3,1
6679,24,4,0,1,UPI,2.2,0.0,0
7164,48,9,5,10,COD,4.6,0.5555555555555556,1
8275,63,6,6,8,UPI,2.9,1.0,1
4652,64,2,2,1,CARD,3.8,1.0,0
8647,31,17,1,3,COD,4.9,0.058823529411764705,1
1207,45,5,2,3,CARD,3.8,0.4,0
6696,60,25,0,2,UPI,4.2,0.0,0
7888,33,6,0,5,COD,3.3,0.0,1
4108,36,26,6,10,CARD,2.2,0.23076923076923078,1
3003,34,12,0,3,UPI,4.4,0.0,0
4579,43,23,2,3,COD,2.1,0.08695652173913043,0
298,23,21,3,8,COD,4.1,0.14285714285714285,1
8588,60,10,3,4,COD,2.1,0.3,1
1077,26,22,4,4,CARD,4.6,0.18181818181818182,0
2068,34,21,2,3,UPI,2.5,0.09523809523809523,0
2865,48,27,2,1,CARD,3.5,0.07407407407407407,1
1588,29,25,0,8,COD,3.8,0.0,0
2615,40,6,6,1,COD,3.4,1.0,1
8961,22,27,10,7,COD,3.0,0.37037037037037035,1
2837,60,8,0,5,UPI,3.4,0.0,0
7442,53,2,1,4,CARD,2.9,0.5,1
9457,53,12,3,4,UPI,3.3,0.25,1
8813,20,13,3,8,COD,3.1,0.23076923076923078,1
3083,41,25,4,6,CARD,3.7,0.16,0
1404,34,21,10,1,UPI,2.7,0.47619047619047616,1
744,56,7,1,10,COD,5.0,0.14285714285714285,1
1423,43,10,3,8,CARD,3.5,0.3,1
3372,21,13,0,2,COD,2.6,0.0,1
9159,62,17,1,6,COD,3.4,0.058823529411764705,1
6650,29,26,0,9,COD,4.6,0.0,1
6720,18,21,9,1,UPI,2.1,0.42857142857142855,1
854,38,28,9,6,COD,4.0,0.32142857142857145,1
7021,36,30,3,8,COD,3.6,0.1,1
2646,38,26,3,10,COD,2.5,0.11538461538461539,1
6092,35,14,6,2,UPI,4.5,0.42857142857142855,0
8612,60,2,1,5,CARD,3.1,0.5,1
3866,20,28,10,6,UPI,2.9,0.35714285714285715,1
4477,61,22,10,5,COD,4.5,0.45454545454545453,1
4602,49,11,8,3,COD,3.9,0.7272727272727273,1
2769,27,1,0,4,COD,4.7,0.0,0
5715,57,19,4,7,COD,3.9,0.21052631578947367,1
9405,32,21,9,4,UPI,4.2,0.42857142857142855,1
4185,22,4,0,9,UPI,4.5,0.0,0
8367,21,19,0,10,UPI,2.2,0.0,1
7648,45,26,5,2,UPI,4.3,0.19230769230769232,1
4510,21,29,1,5,COD,3.8,0.034482758620689655,0
3219,32,21,7,8,COD,2.2,0.3333333333333333,1
3881,34,11,8,5,UPI,3.5,0.7272727272727273,0
9835,61,8,3,10,COD,2.2,0.375,1
4396,20,11,4,8,COD,4.2,0.36363636363636365,1
772,27,4,2,8,COD,3.6,0.5,1
9724,64,17,7,9,COD,4.9,0.4117647058823529,1
4953,59,27,2,10,COD,2.5,0.07407407407407407,1
7282,40,7,4,6,CARD,3.8,0.5714285714285714,1
4202,35,8,2,4,CARD,2.6,0.25,0
5829,18,3,3,3,COD,3.8,1.0,1
8617,52,22,9,5,COD,4.2,0.4090909090909091,1
4400,48,2,2,6,UPI,4.2,1.0,1
2197,61,23,2,3,COD,4.4,0.08695652173913043,0
9163,18,15,6,2,COD,4.6,0.4,1
7622,20,24,6,7,COD,2.2,0.25,1
4724,20,22,6,5,COD,3.0,0.2727272727272727,0
8825,54,22,9,9,UPI,4.1,0.4090909090909091,1
3607,36,5,4,3,CARD,3.5,0.8,0
6931,46,24,4,8,COD,2.6,0.16666666666666666,1
7995,42,1,1,6,COD,3.7,1.0,1
9257,50,26,3,4,COD,3.2,0.11538461538461539,0
2993,53,4,1,9,COD,3.2,0.25,1
7534,46,15,3,5,CARD,4.4,0.2,1
3111,43,20,1,10,UPI,3.2,0.05,1
8152,21,19,3,6,UPI,2.1,0.15789473684210525,1
2615,31,3,0,9,UPI,2.2,0.0,1
450,44,20,7,7,CARD,4.6,0.35,1
5151,50,11,8,5,CARD,4.9,0.7272727272727273,1
8298,39,17,2,2,COD,4.1,0.11764705882352941,0
5489,20,30,6,4,COD,3.1,0.2,0
8302,40,27,8,2,UPI,4.8,0.2962962962962963,1
7457,38,13,10,3,COD,4.0,0.7692307692307693,1
5765,58,11,3,10,CARD,4.5,0.2727272727272727,0
6637,40,2,1,3,UPI,4.3,0.5,1
9310,21,9,2,4,CARD,3.1,0.2222222222222222,1
1373,38,26,4,6,COD,3.4,0.15384615384615385,1
8824,54,2,0,3,CARD,2.6,0.0,0
1035,60,21,2,10,COD,2.9,0.09523809523809523,1
2462,48,9,7,1,CARD,4.3,0.7777777777777778,1
9289,38,9,7,1,COD,4.7,0.7777777777777778,1
4767,43,8,3,9,UPI,4.2,0.375,0
4015,58,17,1,9,UPI,3.4,0.058823529411764705,1
446,52,1,0,5,COD,2.3,0.0,0
2629,55,25,7,9,UPI,2.2,0.28,1
9382,41,29,7,7,CARD,3.1,0.2413793103448276,1
9318,28,11,9,9,COD,3.4,0.8181818181818182,1
5487,58,8,3,7,UPI,3.8,0.375,1
2807,46,10,2,9,COD,2.0,0.2,1
9466,64,25,1,2,CARD,5.0,0.04,0
6130,20,7,0,8,UPI,3.1,0.0,0
4222,18,3,0,7,COD,4.5,0.0,1
4984,36,3,2,6,COD,3.6,0.6666666666666666,1
6817,63,18,4,5,UPI,2.4,0.2222222222222222,0
3351,39,5,3,4,COD,4.4,0.6,1
5780,31,12,6,7,COD,4.1,0.5,1
7254,31,12,4,3,UPI,3.6,0.3333333333333333,1
7906,61,19,4,8,COD,3.5,0.21052631578947367,1
7819,33,30,8,2,COD,2.3,0.26666666666666666,1
4773,50,6,0,1,UPI,4.0,0.0,0
3691,30,2,0,2,COD,4.7,0.0,0
906,55,12,8,9,COD,2.3,0.6666666666666666,1
7197,29,19,5,5,COD,2.8,0.2631578947368421,1
5433,55,5,5,8,UPI,4.7,1.0,1
9145,56,12,4,3,UPI,2.9,0.3333333333333333,1
5955,50,27,8,7,UPI,4.0,0.2962962962962963,0
7160,50,27,9,2,COD,3.6,0.3333333333333333,1
8979,46,17,7,8,COD,3.8,0.4117647058823529,1
1534,22,29,6,7,COD,3.2,0.20689655172413793,0
5788,23,17,6,5,COD,2.9,0.35294117647058826,0
2047,48,10,5,4,CARD,2.1,0.5,1
7051,33,25,4,1,COD,4.2,0.16,1
7411,48,23,3,5,COD,4.2,0.13043478260869565,1
8065,42,17,2,9,COD,4.0,0.11764705882352941,1
3517,63,15,2,10,UPI,3.9,0.13333333333333333,1
7011,50,12,5,4,UPI,2.7,0.4166666666666667,1
364,30,30,3,9,UPI,2.1,0.1,0
7260,27,16,5,2,CARD,4.4,0.3125,0
3257,41,24,2,4,UPI,3.5,0.08333333333333333,1
4628,27,19,3,9,COD,2.9,0.15789473684210525,0
602,58,8,8,4,COD,2.3,1.0,1
8805,48,21,4,5,UPI,2.2,0.19047619047619047,1
8436,30,17,6,8,UPI,3.0,0.35294117647058826,1
6549,20,23,9,1,UPI,4.4,0.391304347826087,0
4357,51,5,1,1,UPI,4.8,0.2,0
1067,45,22,4,9,UPI,4.7,0.18181818181818182,0
8410,36,16,8,9,CARD,4.8,0.5,1
564,40,6,2,4,UPI,4.7,0.3333333333333333,1
7667,62,8,2,2,UPI,3.6,0.25,1
6771,49,25,8,9,COD,2.7,0.32,1
779,30,18,10,4,UPI,4.4,0.5555555555555556,1
7874,50,25,5,6,CARD,2.6,0.2,1
8937,51,12,3,1,COD,2.8,0.25,1
6668,50,15,6,9,UPI,2.7,0.4,1
4350,22,27,7,5,UPI,3.5,0.25925925925925924,0
3239,20,26,5,3,COD,3.0,0.19230769230769232,0
4337,24,9,4,4,UPI,2.5,0.4444444444444444,1
652,41,13,5,1,COD,3.4,0.38461538461538464,1
6737,39,26,4,9,CARD,4.6,0.15384615384615385,1
1581,62,15,7,8,CARD,3.7,0.4666666666666667,1
8354,40,10,0,4,COD,4.6,0.0,0
1667,47,16,10,2,COD,2.6,0.625,1
2938,35,7,6,9,UPI,2.5,0.8571428571428571,1
7772,49,17,9,4,COD,3.7,0.5294117647058824,1
9608,24,23,9,9,COD,3.4,0.391304347826087,1
6947,50,26,10,10,UPI,4.0,0.38461538461538464,1
1080,22,21,1,3,COD,4.4,0.047619047619047616,0
3349,45,22,8,7,COD,4.3,0.36363636363636365,1
8476,25,26,0,7,CARD,4.8,0.0,0
8092,32,7,2,10,CARD,3.2,0.2857142857142857,1
4344,21,14,9,4,UPI,2.6,0.6428571428571429,1
1368,51,15,5,2,CARD,3.7,0.3333333333333333,1
3329,22,21,8,9,COD,2.3,0.38095238095238093,1
3845,50,7,0,4,COD,2.9,0.0,0
2726,22,9,3,8,COD,2.6,0.3333333333333333,1
3716,55,19,3,2,UPI,3.2,0.15789473684210525,0
3567,51,16,8,8,CARD,2.3,0.5,1
7538,43,8,4,10,UPI,2.1,0.5,1
3755,18,18,4,5,CARD,4.0,0.2222222222222222,0
5311,21,27,5,7,UPI,3.8,0.18518518518518517,1
6952,56,23,0,7,COD,4.1,0.0,1
645,43,29,0,9,COD,4.0,0.0,1
6564,50,18,8,3,COD,2.3,0.4444444444444444,1
3826,50,30,2,10,COD,2.9,0.06666666666666667,0
4216,25,20,3,4,UPI,2.4,0.15,1
4075,37,7,0,10,COD,4.5,0.0,1
5697,33,3,0,4,UPI,4.2,0.0,0
6438,38,18,7,10,UPI,2.6,0.3888888888888889,1
461,62,27,1,5,COD,3.0,0.037037037037037035,0
5192,43,10,7,6,UPI,4.9,0.7,1
4225,40,7,6,3,UPI,3.8,0.8571428571428571,1
8483,35,17,6,4,COD,4.4,0.35294117647058826,1
4422,48,14,10,3,CARD,2.8,0.7142857142857143,1
4375,59,24,5,2,UPI,2.6,0.20833333333333334,0
9374,29,3,0,10,UPI,4.4,0.0,0
3643,18,12,6,9,CARD,4.1,0.5,1
5211,59,28,9,1,CARD,4.0,0.32142857142857145,1
893,26,13,6,2,CARD,3.7,0.46153846153846156,0
8547,20,2,0,8,COD,3.7,0.0,0
2012,43,3,1,7,COD,4.2,0.3333333333333333,1
5924,26,5,0,1,COD,2.8,0.0,1
1607,59,11,0,5,COD,3.1,0.0,0
8232,33,8,1,10,CARD,4.6,0.125,0
9608,41,26,10,6,UPI,2.9,0.38461538461538464,1
1610,31,23,8,5,COD,3.6,0.34782608695652173,1
3697,20,23,8,4,COD,4.1,0.34782608695652173,0
4572,51,12,5,1,COD,5.0,0.4166666666666667,1
7594,50,7,5,7,UPI,3.3,0.7142857142857143,1
751,41,15,3,9,UPI,3.3,0.2,0
9568,26,24,3,6,CARD,4.5,0.125,0
4532,30,17,4,3,CARD,4.4,0.23529411764705882,0
1197,19,4,2,10,COD,4.2,0.5,1
4276,24,29,0,4,COD,3.4,0.0,1
6299,38,22,0,10,COD,3.0,0.0,0
5755,36,25,6,5,COD,3.8,0.24,1
4252,42,13,0,1,CARD,4.6,0.0,0
5503,64,18,0,5,UPI,4.7,0.0,1
8318,39,1,0,1,UPI,2.3,0.0,1
6302,28,16,9,9,UPI,3.3,0.5625,0
5690,50,13,3,7,COD,3.4,0.23076923076923078,1
8764,49,10,3,3,COD,4.9,0.3,0
5816,38,12,1,9,UPI,4.0,0.08333333333333333,1
2448,56,30,0,2,UPI,3.2,0.0,0
1048,37,2,2,7,COD,2.1,1.0,1
6554,25,23,10,9,UPI,3.7,0.43478260869565216,1
8895,59,3,3,6,CARD,2.3,1.0,1
8270,54,10,2,10,COD,4.5,0.2,1
9094,26,2,1,5,UPI,4.3,0.5,0
3825,42,30,9,7,COD,3.4,0.3,0
514,42,27,0,6,UPI,3.3,0.0,1
2576,50,23,1,5,UPI,4.7,0.043478260869565216,0
9432,19,13,6,2,CARD,2.9,0.46153846153846156,1
4578,36,13,3,8,COD,2.7,0.23076923076923078,1
8649,63,18,7,7,COD,4.8,0.3888888888888889,1
774,37,3,2,6,COD,4.4,0.6666666666666666,1
9944,59,27,2,5,COD,4.5,0.07407407407407407,1
5785,58,7,5,5,UPI,2.6,0.7142857142857143,1
5692,59,14,8,9,CARD,2.4,0.5714285714285714,1
9149,46,20,0,1,COD,2.1,0.0,0
3010,23,29,0,9,COD,2.7,0.0,1
8334,34,30,7,6,COD,4.3,0.23333333333333334,0
9496,42,17,2,4,UPI,2.7,0.11764705882352941,0
5870,55,29,4,10,COD,4.2,0.13793103448275862,1
7915,21,30,0,7,COD,2.8,0.0,1
6767,47,21,4,9,UPI,3.2,0.19047619047619047,0
3659,37,12,10,5,COD,4.9,0.8333333333333334,1
6317,20,25,5,5,UPI,2.7,0.2,1
4192,40,16,7,8,UPI,3.1,0.4375,0
8037,35,24,2,7,COD,2.9,0.08333333333333333,1
403,43,12,2,8,UPI,2.3,0.16666666666666666,0
2975,53,15,10,10,UPI,3.5,0.6666666666666666,1
2192,25,25,10,2,UPI,3.1,0.4,1
2443,34,10,9,9,COD,4.1,0.9,1
8698,48,30,8,3,COD,4.5,0.26666666666666666,1
1887,54,25,3,6,CARD,3.6,0.12,0
4309,62,7,6,6,UPI,2.1,0.8571428571428571,0
2060,50,20,3,2,COD,3.9,0.15,1
5376,44,5,3,7,COD,2.2,0.6,0
922,62,1,0,9,COD,3.8,0.0,0
9171,21,30,1,10,COD,4.1,0.03333333333333333,0
8920,39,17,7,1,UPI,2.6,0.4117647058823529,1
5093,43,3,1,8,COD,4.5,0.3333333333333333,0
543,49,13,2,2,COD,4.7,0.15384615384615385,0
5598,41,14,8,1,UPI,4.4,0.5714285714285714,1
8600,63,24,4,8,COD,2.9,0.16666666666666666,0
4936,52,30,7,2,UPI,3.8,0.23333333333333334,1
3606,54,18,6,6,UPI,4.7,0.3333333333333333,0
9703,49,4,2,6,COD,3.0,0.5,1
1119,24,18,1,5,UPI,4.5,0.05555555555555555,0
6019,50,30,6,8,UPI,2.0,0.2,1
2244,48,5,2,3,COD,2.0,0.4,1
618,29,25,2,10,COD,4.3,0.08,1
1949,28,16,1,4,UPI,4.3,0.0625,0
7578,41,1,1,7,CARD,4.4,1.0,1
1299,25,21,7,7,UPI,4.8,0.3333333333333333,0
3592,49,14,0,8,COD,2.4,0.0,1
2972,55,15,0,2,UPI,2.7,0.0,0
6984,39,9,4,2,COD,4.7,0.4444444444444444,1
1745,51,15,10,4,UPI,2.5,0.6666666666666666,1
1270,36,17,4,10,UPI,4.0,0.23529411764705882,0
6722,37,25,10,9,UPI,3.6,0.4,1
2050,31,24,0,10,CARD,2.2,0.0,1
5253,50,4,0,9,UPI,2.9,0.0,1
3139,27,12,4,4,UPI,3.6,0.3333333333333333,0
7394,33,27,8,9,COD,4.6,0.2962962962962963,1
6051,21,26,4,3,CARD,4.1,0.15384615384615385,0
6873,44,5,5,5,CARD,3.9,1.0,1
878,45,29,7,10,COD,3.5,0.2413793103448276,1
1188,60,5,2,9,UPI,2.9,0.4,1
9999,33,11,0,6,COD,2.4,0.0,0
1702,50,28,1,3,UPI,3.2,0.03571428571428571,0
1989,36,6,0,10,UPI,2.1,0.0,0
5481,38,7,2,9,COD,2.6,0.2857142857142857,1
5227,39,24,5,6,CARD,3.3,0.20833333333333334,1
1625,26,14,4,4,COD,3.3,0.2857142857142857,1
6854,26,24,10,4,UPI,2.1,0.4166666666666667,1
2640,26,11,1,8,UPI,3.8,0.09090909090909091,1
7056,44,30,6,7,COD,3.6,0.2,1
7567,34,13,3,1,COD,2.2,0.23076923076923078,0
9670,61,2,0,6,COD,4.8,0.0,0
2794,62,25,3,8,UPI,2.3,0.12,0
4889,25,7,5,3,UPI,4.6,0.7142857142857143,0
2636,33,20,6,9,COD,2.0,0.3,1
5717,35,4,2,10,COD,4.6,0.5,1
